Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
PI040307AD5I204254,20.769,48.105,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_j8shpe3a,2019-08-07T09:38:49.000Z,2019-08-17T12:23:50.000Z
PI040307AA3K011706,14.957,46.146,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6ggcw3fd,2019-08-15T17:50:39.000Z,2019-08-28T15:05:00.000Z
PI040307AA3K010626,14.957,46.146,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6rk33qj5,2019-08-15T18:04:03.000Z,2019-10-31T07:30:49.000Z
PI040307AA3K011326,14.957,46.146,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fxqr2k0f,2019-08-15T17:38:27.000Z,2019-10-31T07:20:23.000Z
"PI040298AD5I206100. FuturePractice:,Id:1086,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:< 5%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Meadow,Latitude:46.1464081,Longitude:14.956955,ParcelSize:0.01  0.5 ha,Photos:,SensorId:SLO_AC_D58A,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:W,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-17T15:44:59.501444+00:",14.957,46.146,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9hchmwva,2019-08-15T17:30:15.000Z,2019-08-17T15:45:15.000Z
PI040298AD5I208032,25.88,40.847,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6562gd7e,2019-05-30T22:18:29.000Z,2019-08-18T08:33:29.000Z
PI040298AD5I208740,25.88,40.847,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_22469kdv,2019-05-30T22:15:54.000Z,2019-08-18T08:30:54.000Z
PI040298AD5I207907,25.88,40.847,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9wdtt1ff,2019-05-30T22:13:14.000Z,2019-08-18T08:28:14.000Z
PI040298AD5I207516,25.88,40.847,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pbjdrtzp,2019-05-30T22:12:30.000Z,2019-08-18T08:27:30.000Z
PI040298AD5I213400,25.997,40.875,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vm5kaesm,2019-05-30T14:57:57.000Z,2019-08-18T08:57:57.000Z
PI040307AD5I204263,2.134,41.45,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nhpcsxyp,2019-06-01T02:42:59.000Z,2019-10-27T15:46:37.000Z
PI040307AA4C023900,15.539,43.958,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qwd67h90,2019-08-11T07:23:57.000Z,2019-08-18T15:08:57.000Z
PI040307AA4C025122,15.539,43.963,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_61pb63qf,2019-08-11T08:07:14.000Z,2019-08-20T06:22:10.000Z
PI040307AA4C023125,15.539,43.958,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_whzgxsr7,2019-08-11T07:51:49.000Z,2019-08-20T06:21:44.000Z
PI040307AA4C025149,15.539,43.964,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p98df6d8,2019-08-11T07:55:16.000Z,2019-08-18T17:55:16.000Z
PI040307AA4C025412,15.539,43.963,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gg1s8jwq,2019-08-11T07:58:24.000Z,2019-08-20T06:13:20.000Z
PI040307AA4C023210,15.539,43.958,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_30d6hjp0,2019-08-11T07:43:54.000Z,2019-08-20T06:13:52.000Z
PI040307AA4C025400,15.539,43.958,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2vdqgte4,2019-08-11T07:19:01.000Z,2019-08-18T15:19:01.000Z
PI040307AA4C025014,15.539,43.959,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_v5160e6w,2019-08-10T18:54:13.000Z,2019-08-18T15:23:56.000Z
PI040298AD5I212941,6.229,49.766,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ygwtvb8v,2019-08-14T14:57:59.000Z,2019-10-24T11:22:31.000Z
PI040307AA4E028350,15.608,41.346,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w76547y4,2019-08-19T15:20:47.000Z,2019-08-19T16:20:47.000Z
PI040307AA4D025628,15.624,41.361,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nb0ps2rf,2019-07-24T10:48:36.000Z,2019-10-17T09:33:05.000Z
PI040307AA4D026559,15.622,41.357,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5kkdtsg7,2019-07-24T17:20:50.000Z,2019-10-18T12:35:30.000Z
PI040298AD5I207655,-17.913,27.839,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_81bq6hw6,2019-08-13T11:32:32.000Z,2019-10-18T13:58:41.000Z
PI040298AD51213999,-17.913,27.839,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ajs7thwt,2019-08-13T11:15:21.000Z,2019-10-18T14:11:35.000Z
PI040298AD5I206763,-17.913,27.839,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8ct47a9e,2019-08-13T11:10:39.000Z,2019-10-18T14:07:33.000Z
PI040298AD5J214475,-17.913,27.839,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7m8w6kjf,2019-08-13T11:00:42.000Z,2019-10-18T14:10:46.000Z
PI040298AD5G203249,-17.913,27.839,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sr4yfdd8,2019-08-13T10:24:29.000Z,2019-10-18T13:51:17.000Z
PI040307AA4E027849,-3.664,50.392,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_snv398pc,2019-08-20T08:41:22.000Z,2019-10-30T14:52:50.000Z
PI040307AA4C022508,-3.664,50.394,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6e525m4w,2019-08-19T14:52:19.000Z,2019-10-30T14:49:49.000Z
"PI040307AA4E027482. FuturePractice:,Id:1104,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:> 91%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Large (natural) park or forest,LandUseSpot:Forest,Latitude:50.80955,Longitude:15.6144514,ParcelSize:> 10 ha,Photos:,SensorId:K010,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:N,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-21T09:52:30.079962+00:",15.61,50.81,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9dk4k1v3,2019-08-12T05:57:18.000Z,2019-10-25T10:54:30.000Z
PI040298AD5I211386,-18.017,27.767,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bd73ennd,2019-08-21T10:17:12.000Z,2019-10-29T08:12:41.000Z
PI040298AD5I210798,-18.005,27.776,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9nw2k3sn,2019-08-21T08:18:39.000Z,2019-10-28T11:29:57.000Z
PI040298AD5I213647,-18.007,27.781,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_byed931f,2019-08-21T07:31:57.000Z,2019-10-28T07:57:52.000Z
PI040298AD5G204150,-17.969,27.814,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8rwxyvzy,2019-08-21T18:06:09.000Z,2019-10-29T12:03:07.000Z
PI040298AD5I213825,-18.007,27.781,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7mrw2w4m,2019-08-21T08:02:56.000Z,2019-10-28T07:57:43.000Z
PI040298AD5I210801,-18.008,27.781,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hd7ae4sj,2019-08-21T07:56:59.000Z,2019-10-28T07:52:00.000Z
PI040298AD5I213041,-18.008,27.781,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fhpm4kp4,2019-08-21T07:52:00.000Z,2019-10-28T08:00:47.000Z
"PI040307AA4E029542. FuturePractice:,Id:940,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruit and nut trees (incl. olives),Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:> 91%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Village,LandUseSpot:Meadow,Latitude:51.013504,Longitude:15.7074766,ParcelSize:0.01  0.5 ha,Photos:,SensorId:T_13_1,SensorMissionManagement:true,SensorOnMulchedGround:true,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-08-03T17:42:48.706834+00:",15.708,51.013,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_p5308k5m,2019-08-03T17:41:28.000Z,2019-10-05T13:52:50.000Z
"PI040307AD5I203981. FuturePractice:,Id:891,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Other,LandUseSpot:Other,Latitude:39.1541443,Longitude:20.591526,ParcelSize:0.01  0.5 ha,Photos:,SensorId:C7A4,SensorMissionManagement:false,SensorOnMulchedGround:true,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-15T14:50:38.484067+00:",20.592,39.154,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s6ksyv6j,2019-07-15T14:54:49.000Z,2019-10-05T11:35:02.000Z
PI040307AD5G201701,20.591,39.154,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vzh13j2m,2019-07-15T15:02:17.000Z,2019-10-05T11:43:10.000Z
"PI040298AD5I211875. FuturePractice:,Id:889,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Other,Latitude:39.153492,Longitude:20.5921078,ParcelSize:501  1000 sqm,Photos:,SensorId:4923,SensorMissionManagement:false,SensorOnMulchedGround:true,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-15T14:26:15.918257+00:",20.578,39.141,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_16ngbnvs,2019-07-15T14:25:11.000Z,2019-10-05T12:16:09.000Z
"PI040307AD5I203342. FuturePractice:,Id:888,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Other,Latitude:39.15333,Longitude:20.5919437,ParcelSize:501  1000 sqm,Photos:,SensorId:4C9D,SensorMissionManagement:false,SensorOnMulchedGround:true,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-15T13:54:34.704097+00:",20.574,39.146,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gwg31pn8,2019-07-15T13:53:24.000Z,2019-10-05T11:03:36.000Z
PI040307AD5I204299,20.592,39.154,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_31eh9zhp,2019-07-15T15:18:00.000Z,2019-09-17T16:29:29.000Z
PI040298AD5I210751,20.592,39.154,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_jkncjj5w,2019-07-15T15:24:26.000Z,2019-10-05T11:28:12.000Z
"PI040298AD5I211098. FuturePractice:,Id:892,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Other,LandUseSpot:Other,Latitude:39.1537,Longitude:20.5913773,ParcelSize:0.01  0.5 ha,Photos:,SensorId:4312,SensorMissionManagement:false,SensorOnMulchedGround:true,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-15T15:03:45.145785+00:",20.591,39.154,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9ffdqq3w,2019-07-15T15:14:36.000Z,2019-10-05T11:39:21.000Z
PI040307AD5I202757,20.591,39.154,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_a3k35mm9,2019-07-15T15:06:54.000Z,2019-10-05T11:31:46.000Z
"PI040298AD5I211375. FuturePractice:,Id:890,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Other,Latitude:39.1535149,Longitude:20.5919933,ParcelSize:501  1000 sqm,Photos:,SensorId:A567,SensorMissionManagement:false,SensorOnMulchedGround:true,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-high,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-07-15T14:35:45.459154+00:",20.592,39.153,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z99z0kbn,2019-07-15T14:45:16.000Z,2019-10-05T11:25:08.000Z
PI040298AD5I211394,20.592,39.153,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nce83dhc,2019-07-15T14:06:46.000Z,2019-10-05T11:17:23.000Z
PI040298AD5G203528,5.861,49.783,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hnw385bc,2019-08-22T17:00:33.000Z,2019-10-03T14:58:01.000Z
PI040297AA4C034537,15.659,46.334,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_aha6bjas,2019-08-22T12:33:12.000Z,2019-10-26T08:44:33.000Z
PI040297AA3K017646,15.659,46.334,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_77cf6pek,2019-08-22T13:05:07.000Z,2019-10-26T08:32:38.000Z
PI040297AA4C037377,15.659,46.334,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kbsyy6wf,2019-08-22T12:20:20.000Z,2019-10-26T08:17:17.000Z
PI040297AA4E041531,15.659,46.334,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gpe0spyq,2019-08-22T12:46:24.000Z,2019-10-26T08:42:32.000Z
PI040297AA4D039232,15.659,46.334,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_pkb356xy,2019-08-22T12:08:58.000Z,2019-10-26T08:20:45.000Z
PI040297AA3J003331,17.234,46.804,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gsvcjnfv,2019-07-08T13:30:56.000Z,2019-09-21T10:14:26.000Z
PI040298AD5I211030,5.861,49.783,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_v5nc4ghn,2019-08-22T16:46:50.000Z,2019-10-03T14:59:47.000Z
PI040298AD5I209671,-17.895,27.824,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5bb6wzxb,2019-08-23T08:27:18.000Z,2019-10-10T07:21:53.000Z
PI040298AD5I213485,-17.895,27.824,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gq1w077e,2019-08-23T08:15:01.000Z,2019-10-10T07:08:51.000Z
PI040298AD5I207189,-17.895,27.824,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cfq081x4,2019-08-23T08:22:30.000Z,2019-10-10T07:15:28.000Z
PI040298AD5I212301,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ksxw47eg,2019-07-24T09:32:09.000Z,2019-08-25T12:02:09.000Z
PI040298AD5J214978,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vrfjvwx3,2019-07-24T08:48:01.000Z,2019-08-25T11:48:01.000Z
PI040298AD5I211954,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kd8aymma,2019-07-24T09:14:00.000Z,2019-08-25T11:29:00.000Z
PI040298AD5J215111,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c1cg5zfk,2019-07-15T20:15:34.000Z,2019-08-25T10:45:34.000Z
PI040298AD5I211975,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6wgph9qs,2019-07-15T09:31:35.000Z,2019-08-25T10:16:35.000Z
PI040298AD5J214605,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9b90czay,2019-07-15T09:49:33.000Z,2019-08-25T10:04:33.000Z
PI040298AD5I213149,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5z1jkrmt,2019-07-15T09:56:45.000Z,2019-08-25T09:41:45.000Z
PI040298AD5J215088,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_h1cf9x1b,2019-07-27T08:47:04.000Z,2019-08-25T09:00:19.000Z
PI040298AD5J214492,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_36cnc7sf,2019-07-27T08:52:14.000Z,2019-08-25T09:07:14.000Z
PI040298AD5I205588,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_z66ccnv8,2019-07-27T16:42:11.000Z,2019-08-25T11:42:12.000Z
PI040298AD5J215052,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hjvqfed9,2019-07-24T09:07:05.000Z,2019-08-25T12:07:05.000Z
PI040298AD5I212858,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_bhmrqsaj,2019-07-24T08:58:44.000Z,2019-08-25T11:28:44.000Z
PI040298AD5I208097,5.861,49.783,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2vys3s8b,2019-08-23T17:35:16.000Z,2019-10-03T15:02:20.000Z
PI040298AD5J214837,-17.895,27.824,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gh0fgmj5,2019-08-23T08:24:32.000Z,2019-10-10T07:17:42.000Z
PI040298AD5I211565,-17.895,27.824,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_y3ysjxze,2019-08-23T08:32:00.000Z,2019-10-10T07:10:34.000Z
PI040307AD5I203247,21.2,39.287,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6npj1mhg,2019-07-28T16:45:23.000Z,2019-10-16T10:41:44.000Z
PI040298AD5I213587,21.177,39.377,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3dwjbycd,2019-07-28T15:41:43.000Z,2019-10-16T10:07:50.000Z
PI040297AA3L024735,14.518,46.061,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_01awwt0t,2019-08-23T11:58:12.000Z,2019-09-09T07:36:12.000Z
PI040297AA4D039372,14.593,46.042,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3z8zynvx,2019-08-25T13:48:42.000Z,2019-10-28T10:16:02.000Z
PI040298AD5I211022,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ckpe89fz,2019-07-15T10:17:37.000Z,2019-08-25T11:02:37.000Z
PI040298AD5I205934,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2spacbff,2019-07-15T10:15:18.000Z,2019-08-25T10:45:18.000Z
PI040298AD5J215113,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fd5pfnyj,2019-07-15T09:53:16.000Z,2019-08-25T09:53:16.000Z
PI040298AD5J214801,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5j65y6zf,2019-07-27T08:46:04.000Z,2019-08-25T08:59:31.000Z
PI040298AD5J215089,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0zbjeht7,2019-07-24T08:55:05.000Z,2019-08-25T11:25:05.000Z
PI040307AA4C023337,16.267,43.534,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_g0p9pjyk,2019-07-25T04:57:01.000Z,2019-09-27T08:09:37.000Z
PI040307AA4C023457,16.267,43.534,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mqvnh8bq,2019-07-25T05:39:13.000Z,2019-09-27T07:06:46.000Z
PI040307AA4C022847,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_sxtk34sz,2019-07-24T08:15:17.000Z,2019-09-27T06:57:59.000Z
PI040307AA4C022967,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mqa65k7d,2019-07-24T07:56:18.000Z,2019-09-27T06:53:42.000Z
PI040307AA4C023521,0.0,0.0,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kdw2p119,2019-07-24T07:32:34.000Z,2019-09-27T06:45:00.000Z
PI040307AA4D025844,16.414,43.551,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wd5zkcb7,2019-07-24T05:27:41.000Z,2019-09-20T09:55:53.000Z
PI040307AA4D026009,16.414,43.551,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0rbzam31,2019-07-24T06:08:06.000Z,2019-09-20T10:06:38.000Z
PI040307AA4C022811,16.267,43.535,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_1hh0y8rf,2019-07-23T07:33:10.000Z,2019-09-20T10:00:56.000Z
